firm_id,month,nace_code,region_code,employees
F00500,2023-04-01,I56,R08,23
F00501,2023-04-01,I55,R03,17
F00502,2023-04-01,C10,R10,25
F00503,2023-04-01,I55,R10,20
F00504,2023-04-01,C10,R04,23
F00505,2023-04-01,C10,R10,14
F00506,2023-04-01,I55,R10,17
F00507,2023-04-01,H49,R06,16
F00508,2023-04-01,C29,R10,13
F00509,2023-04-01,C10,R08,17
F00510,2023-04-01,G47,R03,16
F00511,2023-04-01,C29,R07,18
F00512,2023-04-01,I56,R06,20
F00513,2023-04-01,I56,R05,18
F00514,2023-04-01,I56,R06,22
F00515,2023-04-01,I55,R08,17
F00516,2023-04-01,G47,R04,18
F00517,2023-04-01,C10,R04,19
F00518,2023-04-01,H49,R06,24
F00519,2023-04-01,C29,R08,12
F00520,2023-04-01,I56,R06,22
F00521,2023-04-01,I55,R05,23
F00522,2023-04-01,C29,R04,18
F00523,2023-04-01,I56,R06,22
F00524,2023-04-01,H49,R10,21
F00525,2023-04-01,I56,R01,16
F00526,2023-04-01,C29,R01,22
F00527,2023-04-01,G47,R01,16
F00528,2023-04-01,I56,R09,15
F00529,2023-04-01,C29,R05,19
F00530,2023-04-01,H49,R09,16
F00531,2023-04-01,G47,R04,28
F00532,2023-04-01,G47,R10,26
F00533,2023-04-01,I55,R02,24
F00534,2023-04-01,I56,R07,30
F00535,2023-04-01,I56,R06,19
F00536,2023-04-01,C29,R02,18
F00537,2023-04-01,H49,R10,12
F00538,2023-04-01,I55,R04,25
F00539,2023-04-01,H49,R01,15
F00540,2023-04-01,H49,R08,19
F00541,2023-04-01,H49,R07,17
F00542,2023-04-01,G47,R07,22
F00543,2023-04-01,C29,R09,24
F00544,2023-04-01,C10,R01,19
F00545,2023-04-01,I55,R05,10
F00546,2023-04-01,C10,R08,21
F00547,2023-04-01,G47,R03,19
F00548,2023-04-01,I55,R02,21
F00549,2023-04-01,C29,R01,18
F00550,2023-04-01,I56,R01,30
F00551,2023-04-01,I56,R05,22
F00552,2023-04-01,C10,R03,14
F00553,2023-04-01,C10,R06,21
F00554,2023-04-01,I55,R01,11
F00555,2023-04-01,H49,R06,20
F00556,2023-04-01,I56,R07,23
F00557,2023-04-01,C29,R02,31
F00558,2023-04-01,C29,R09,24
F00559,2023-04-01,I55,R09,26
F00560,2023-04-01,C10,R07,18
F00561,2023-04-01,I56,R06,16
F00562,2023-04-01,C29,R09,24
F00563,2023-04-01,C10,R10,23
F00564,2023-04-01,G47,R10,25
F00565,2023-04-01,C29,R03,19
F00566,2023-04-01,C10,R09,30
F00567,2023-04-01,C29,R01,24
F00568,2023-04-01,C29,R07,25
F00569,2023-04-01,H49,R05,17
F00570,2023-04-01,C29,R06,15
F00571,2023-04-01,H49,R06,24
F00572,2023-04-01,I55,R09,15
F00573,2023-04-01,I56,R01,27
F00574,2023-04-01,I55,R10,17
F00575,2023-04-01,G47,R04,24
F00576,2023-04-01,C10,R05,29
F00577,2023-04-01,I55,R05,19
F00578,2023-04-01,G47,R08,34
F00579,2023-04-01,I56,R02,15
F00580,2023-04-01,H49,R10,16
F00581,2023-04-01,C10,R05,14
F00582,2023-04-01,C29,R09,15
F00583,2023-04-01,I56,R06,22
F00584,2023-04-01,G47,R08,17
F00585,2023-04-01,C29,R05,19
F00586,2023-04-01,I55,R06,21
F00587,2023-04-01,I56,R05,19
F00588,2023-04-01,C29,R04,15
F00589,2023-04-01,G47,R04,26
F00590,2023-04-01,I56,R08,22
F00591,2023-04-01,H49,R05,17
F00592,2023-04-01,I56,R06,21
F00593,2023-04-01,I55,R01,23
F00594,2023-04-01,G47,R01,19
F00595,2023-04-01,I55,R04,21
F00596,2023-04-01,H49,R09,27
F00597,2023-04-01,I56,R02,20
F00598,2023-04-01,C29,R04,17
F00599,2023-04-01,C10,R02,21
F00600,2023-04-01,G47,R04,23
F00601,2023-04-01,I56,R01,17
F00602,2023-04-01,C10,R03,23
F00603,2023-04-01,C10,R08,17
F00604,2023-04-01,C29,R06,12
F00605,2023-04-01,G47,R07,21
F00606,2023-04-01,I56,R06,13
F00607,2023-04-01,H49,R03,20
F00608,2023-04-01,C10,R09,20
F00609,2023-04-01,I55,R10,15
F00610,2023-04-01,C10,R10,16
F00611,2023-04-01,I56,R02,13
F00612,2023-04-01,G47,R09,19
F00613,2023-04-01,I56,R04,21
F00614,2023-04-01,I56,R06,24
F00615,2023-04-01,C10,R09,20
F00616,2023-04-01,I56,R10,17
F00617,2023-04-01,C10,R08,25
F00618,2023-04-01,C10,R04,18
F00619,2023-04-01,I55,R05,20
F00620,2023-04-01,H49,R09,23
F00621,2023-04-01,I55,R08,27
F00622,2023-04-01,C29,R03,17
F00623,2023-04-01,I55,R06,20
F00624,2023-04-01,C10,R05,15
F00625,2023-04-01,C29,R04,21
F00626,2023-04-01,C29,R01,21
F00627,2023-04-01,I55,R03,24
F00628,2023-04-01,G47,R09,16
F00629,2023-04-01,I56,R03,18
F00630,2023-04-01,C29,R01,11
F00631,2023-04-01,H49,R09,15
F00632,2023-04-01,H49,R05,19
F00633,2023-04-01,H49,R06,14
F00634,2023-04-01,H49,R06,23
F00635,2023-04-01,C29,R05,19
F00636,2023-04-01,C29,R03,9
F00637,2023-04-01,C29,R10,14
F00638,2023-04-01,H49,R02,9
F00639,2023-04-01,G47,R06,24
F00640,2023-04-01,G47,R01,26
F00641,2023-04-01,G47,R09,18
F00642,2023-04-01,I56,R03,20
F00643,2023-04-01,C29,R10,20
F00644,2023-04-01,C10,R05,14
F00645,2023-04-01,C10,R05,14
F00646,2023-04-01,G47,R08,17
F00647,2023-04-01,I56,R09,16
F00648,2023-04-01,I55,R07,27
F00649,2023-04-01,G47,R04,22
F00650,2023-04-01,C29,R10,14
F00651,2023-04-01,C10,R05,15
F00652,2023-04-01,G47,R01,27
F00653,2023-04-01,I56,R07,19
F00654,2023-04-01,I56,R04,18
F00655,2023-04-01,C29,R09,13
F00656,2023-04-01,C29,R05,22
F00657,2023-04-01,C29,R06,15
F00658,2023-04-01,C29,R04,27
F00659,2023-04-01,I55,R07,19
F00660,2023-04-01,I55,R07,22
F00661,2023-04-01,I55,R09,28
F00662,2023-04-01,C10,R09,30
F00663,2023-04-01,H49,R03,23
F00664,2023-04-01,G47,R07,25
F00665,2023-04-01,C29,R06,8
F00666,2023-04-01,I56,R06,23
F00667,2023-04-01,C29,R10,20
F00668,2023-04-01,C29,R04,24
F00669,2023-04-01,C10,R02,20
F00670,2023-04-01,C10,R05,19
F00671,2023-04-01,C29,R04,20
F00672,2023-04-01,I56,R01,12
F00673,2023-04-01,I56,R09,16
F00674,2023-04-01,C10,R02,17
F00675,2023-04-01,C10,R06,19
F00676,2023-04-01,C10,R02,17
F00677,2023-04-01,I56,R09,24
F00678,2023-04-01,C10,R09,20
F00679,2023-04-01,C10,R03,25
F00680,2023-04-01,G47,R07,23
F00681,2023-04-01,C29,R06,19
F00682,2023-04-01,C29,R09,25
F00683,2023-04-01,I55,R03,28
F00684,2023-04-01,I56,R03,23
F00685,2023-04-01,I55,R08,20
F00686,2023-04-01,C10,R10,19
F00687,2023-04-01,G47,R08,21
F00688,2023-04-01,G47,R07,18
F00689,2023-04-01,I55,R10,11
F00690,2023-04-01,H49,R06,17
F00691,2023-04-01,C10,R03,21
F00692,2023-04-01,C10,R01,25
F00693,2023-04-01,H49,R09,20
F00694,2023-04-01,H49,R01,11
F00695,2023-04-01,G47,R07,17
F00696,2023-04-01,C10,R10,18
F00697,2023-04-01,C10,R02,19
F00698,2023-04-01,I56,R07,16
F00699,2023-04-01,C10,R04,24
F00700,2023-04-01,C10,R04,14
F00701,2023-04-01,H49,R05,21
F00702,2023-04-01,C29,R03,23
F00703,2023-04-01,G47,R09,21
F00704,2023-04-01,H49,R07,16
F00705,2023-04-01,C29,R06,23
F00706,2023-04-01,I56,R09,23
F00707,2023-04-01,I56,R09,22
F00708,2023-04-01,H49,R10,13
F00709,2023-04-01,G47,R10,12
F00710,2023-04-01,C29,R09,27
F00711,2023-04-01,I55,R08,19
F00712,2023-04-01,I55,R02,16
F00713,2023-04-01,C10,R06,27
F00714,2023-04-01,H49,R05,17
F00715,2023-04-01,H49,R08,15
F00716,2023-04-01,I55,R03,23
F00717,2023-04-01,I56,R10,12
F00718,2023-04-01,I56,R01,24
F00719,2023-04-01,I56,R01,17
F00720,2023-04-01,G47,R10,18
F00721,2023-04-01,H49,R09,15
F00722,2023-04-01,I56,R10,16
F00723,2023-04-01,C29,R01,18
F00724,2023-04-01,C10,R05,18
F00725,2023-04-01,C10,R09,18
F00726,2023-04-01,C10,R02,21
F00727,2023-04-01,I56,R08,21
F00728,2023-04-01,C29,R06,17
F00729,2023-04-01,I55,R04,22
F00730,2023-04-01,I55,R02,15
F00731,2023-04-01,C10,R05,15
F00732,2023-04-01,C29,R02,17
F00733,2023-04-01,I55,R08,20
F00734,2023-04-01,H49,R02,23
F00735,2023-04-01,I55,R05,15
F00736,2023-04-01,C29,R10,29
F00737,2023-04-01,C10,R03,23
F00738,2023-04-01,I56,R08,13
F00739,2023-04-01,I55,R04,22
F00740,2023-04-01,C29,R05,25
F00741,2023-04-01,I56,R04,12
F00742,2023-04-01,C10,R05,28
F00743,2023-04-01,C10,R10,20
F00744,2023-04-01,H49,R09,22
F00745,2023-04-01,C10,R09,21
F00746,2023-04-01,C10,R03,17
F00747,2023-04-01,C10,R08,28
F00748,2023-04-01,I55,R02,29
F00749,2023-04-01,H49,R09,18
F00750,2023-04-01,H49,R01,18
F00751,2023-04-01,H49,R06,14
F00752,2023-04-01,I55,R08,21
F00753,2023-04-01,C29,R09,20
F00754,2023-04-01,I55,R04,22
F00755,2023-04-01,I56,R10,22
F00756,2023-04-01,H49,R09,17
F00757,2023-04-01,C10,R09,22
F00758,2023-04-01,H49,R10,20
F00759,2023-04-01,H49,R08,21
F00760,2023-04-01,C10,R09,19
F00761,2023-04-01,I55,R09,14
F00762,2023-04-01,I55,R10,17
F00763,2023-04-01,C10,R02,17
F00764,2023-04-01,H49,R01,23
F00765,2023-04-01,C29,R07,17
F00766,2023-04-01,G47,R05,22
F00767,2023-04-01,I56,R01,22
F00768,2023-04-01,I55,R10,26
F00769,2023-04-01,C10,R01,20
F00770,2023-04-01,G47,R01,20
F00771,2023-04-01,C29,R08,20
F00772,2023-04-01,C10,R09,23
F00773,2023-04-01,C10,R06,15
F00774,2023-04-01,I55,R02,19
F00775,2023-04-01,C10,R02,17
F00776,2023-04-01,C29,R07,20
F00777,2023-04-01,G47,R04,15
F00778,2023-04-01,G47,R01,23
F00779,2023-04-01,H49,R03,21
F00780,2023-04-01,C29,R02,24
F00781,2023-04-01,C29,R10,13
F00782,2023-04-01,H49,R02,19
F00783,2023-04-01,C10,R10,18
F00784,2023-04-01,H49,R06,20
F00785,2023-04-01,C10,R03,21
F00786,2023-04-01,H49,R04,14
F00787,2023-04-01,I56,R10,22
F00788,2023-04-01,I56,R05,19
F00789,2023-04-01,H49,R09,23
F00790,2023-04-01,C10,R07,19
F00791,2023-04-01,I55,R01,30
F00792,2023-04-01,G47,R01,19
F00793,2023-04-01,G47,R02,27
F00794,2023-04-01,I55,R10,25
F00795,2023-04-01,G47,R07,21
F00796,2023-04-01,H49,R02,18
F00797,2023-04-01,C29,R02,14
F00798,2023-04-01,I55,R06,20
F00799,2023-04-01,I55,R08,16
F00800,2023-04-01,G47,R05,27
F00801,2023-04-01,I56,R02,22
F00802,2023-04-01,H49,R01,16
F00803,2023-04-01,C10,R04,19
F00804,2023-04-01,C10,R09,22
F00805,2023-04-01,C29,R08,23
F00806,2023-04-01,G47,R05,28
F00807,2023-04-01,C29,R04,20
F00808,2023-04-01,C10,R05,17
F00809,2023-04-01,G47,R01,21
F00810,2023-04-01,I55,R09,18
F00811,2023-04-01,G47,R09,19
F00812,2023-04-01,G47,R02,19
F00813,2023-04-01,H49,R08,21
F00814,2023-04-01,I55,R07,10
F00815,2023-04-01,C29,R03,21
F00816,2023-04-01,H49,R10,15
F00817,2023-04-01,C29,R09,22
F00818,2023-04-01,I56,R06,15
F00819,2023-04-01,I56,R10,18
F00820,2023-04-01,I56,R01,23
F00821,2023-04-01,I55,R02,21
F00822,2023-04-01,H49,R01,22
F00823,2023-04-01,I56,R10,19
F00824,2023-04-01,I55,R10,17
F00825,2023-04-01,H49,R05,24
F00826,2023-04-01,G47,R03,20
F00827,2023-04-01,I55,R06,17
F00828,2023-04-01,C10,R03,16
F00829,2023-04-01,H49,R02,25
F00830,2023-04-01,G47,R02,21
F00831,2023-04-01,G47,R06,29
F00832,2023-04-01,C10,R07,20
F00833,2023-04-01,C29,R08,23
F00834,2023-04-01,G47,R02,19
F00835,2023-04-01,G47,R08,14
F00836,2023-04-01,I56,R10,16
F00837,2023-04-01,I56,R10,31
F00838,2023-04-01,C10,R03,19
F00839,2023-04-01,I56,R02,20
F00840,2023-04-01,G47,R01,14
F00841,2023-04-01,C10,R01,13
F00842,2023-04-01,C10,R08,22
F00843,2023-04-01,H49,R01,22
F00844,2023-04-01,I56,R06,24
F00845,2023-04-01,I56,R10,21
F00846,2023-04-01,I56,R10,13
F00847,2023-04-01,C10,R06,19
F00848,2023-04-01,C10,R10,20
F00849,2023-04-01,H49,R09,24
F00850,2023-04-01,H49,R02,13
F00851,2023-04-01,G47,R05,16
F00852,2023-04-01,H49,R10,21
F00853,2023-04-01,H49,R01,20
F00854,2023-04-01,G47,R07,20
F00855,2023-04-01,H49,R09,20
F00856,2023-04-01,C10,R01,12
F00857,2023-04-01,I56,R03,15
F00858,2023-04-01,H49,R06,15
F00859,2023-04-01,C29,R06,22
F00860,2023-04-01,I56,R10,19
F00861,2023-04-01,H49,R06,20
F00862,2023-04-01,I56,R01,14
F00863,2023-04-01,C29,R06,27
F00864,2023-04-01,I56,R06,12
F00865,2023-04-01,I56,R06,21
F00866,2023-04-01,C10,R06,16
F00867,2023-04-01,I55,R02,18
F00868,2023-04-01,I55,R02,15
F00869,2023-04-01,C29,R07,20
F00870,2023-04-01,I56,R10,24
F00871,2023-04-01,G47,R05,25
F00872,2023-04-01,C10,R07,15
F00873,2023-04-01,I55,R02,19
F00874,2023-04-01,I56,R10,24
F00875,2023-04-01,C10,R03,18
F00876,2023-04-01,C29,R06,23
F00877,2023-04-01,G47,R04,23
F00878,2023-04-01,I56,R01,13
F00879,2023-04-01,I56,R06,19
F00880,2023-04-01,I56,R01,21
F00881,2023-04-01,I56,R05,24
F00882,2023-04-01,H49,R04,26
F00883,2023-04-01,I56,R03,20
F00884,2023-04-01,I56,R08,28
F00885,2023-04-01,I56,R08,15
F00886,2023-04-01,I56,R08,17
F00887,2023-04-01,H49,R05,16
F00888,2023-04-01,C29,R06,24
F00889,2023-04-01,G47,R10,25
F00890,2023-04-01,H49,R04,23
F00891,2023-04-01,C10,R07,20
F00892,2023-04-01,I55,R07,13
F00893,2023-04-01,C10,R07,23
F00894,2023-04-01,C10,R08,27
F00895,2023-04-01,I56,R04,22
F00896,2023-04-01,H49,R05,16
F00897,2023-04-01,G47,R06,11
F00898,2023-04-01,C10,R04,23
F00899,2023-04-01,I56,R03,28
F00900,2023-04-01,C10,R07,22
F00901,2023-04-01,I55,R06,17
F00902,2023-04-01,C10,R02,12
F00903,2023-04-01,G47,R04,20
F00904,2023-04-01,G47,R07,22
F00905,2023-04-01,G47,R07,18
F00906,2023-04-01,I55,R10,21
F00907,2023-04-01,I56,R01,6
F00908,2023-04-01,C29,R04,33
F00909,2023-04-01,C10,R10,22
F00910,2023-04-01,G47,R07,21
F00911,2023-04-01,C29,R05,18
F00912,2023-04-01,C10,R06,26
F00913,2023-04-01,G47,R07,17
F00914,2023-04-01,H49,R08,18
F00915,2023-04-01,G47,R05,22
F00916,2023-04-01,I55,R08,29
F00917,2023-04-01,I55,R01,20
F00918,2023-04-01,H49,R05,25
F00919,2023-04-01,I56,R03,19
F00920,2023-04-01,C29,R01,25
F00921,2023-04-01,I55,R04,15
F00922,2023-04-01,H49,R06,26
F00923,2023-04-01,C10,R05,17
F00924,2023-04-01,C29,R07,20
F00925,2023-04-01,I56,R09,24
F00926,2023-04-01,G47,R02,26
F00927,2023-04-01,I55,R07,18
F00928,2023-04-01,G47,R03,15
F00929,2023-04-01,I55,R09,15
F00930,2023-04-01,C10,R10,21
F00931,2023-04-01,G47,R08,17
F00932,2023-04-01,C10,R02,20
F00933,2023-04-01,C10,R10,22
F00934,2023-04-01,H49,R01,19
F00935,2023-04-01,I56,R05,28
F00936,2023-04-01,C10,R06,25
F00937,2023-04-01,I55,R06,19
F00938,2023-04-01,I55,R10,17
F00939,2023-04-01,I55,R01,18
F00940,2023-04-01,I56,R06,22
F00941,2023-04-01,H49,R10,12
F00942,2023-04-01,C10,R04,20
F00943,2023-04-01,I55,R09,20
F00944,2023-04-01,G47,R09,17
F00945,2023-04-01,C29,R03,22
F00946,2023-04-01,G47,R09,28
F00947,2023-04-01,G47,R04,17
F00948,2023-04-01,I55,R10,20
F00949,2023-04-01,H49,R02,20
F00950,2023-04-01,C10,R01,19
F00951,2023-04-01,C29,R08,14
F00952,2023-04-01,C10,R07,16
F00953,2023-04-01,I56,R06,16
F00954,2023-04-01,I55,R10,13
F00955,2023-04-01,H49,R10,17
F00956,2023-04-01,C29,R07,18
F00957,2023-04-01,G47,R04,19
F00958,2023-04-01,I55,R09,29
F00959,2023-04-01,C10,R02,13
F00960,2023-04-01,C10,R03,22
F00961,2023-04-01,H49,R01,19
F00962,2023-04-01,I56,R08,25
F00963,2023-04-01,I55,R01,25
F00964,2023-04-01,H49,R09,24
F00965,2023-04-01,C29,R02,25
F00966,2023-04-01,H49,R10,24
F00967,2023-04-01,G47,R04,21
F00968,2023-04-01,C29,R08,21
F00969,2023-04-01,G47,R08,24
F00970,2023-04-01,C29,R09,16
F00971,2023-04-01,C29,R08,20
F00972,2023-04-01,C10,R04,22
F00973,2023-04-01,C10,R03,13
F00974,2023-04-01,I55,R04,15
F00975,2023-04-01,C29,R01,22
F00976,2023-04-01,C10,R02,19
F00977,2023-04-01,C10,R07,16
F00978,2023-04-01,C10,R05,25
F00979,2023-04-01,H49,R10,23
F00980,2023-04-01,I56,R07,21
F00981,2023-04-01,I55,R02,14
F00982,2023-04-01,G47,R09,22
F00983,2023-04-01,H49,R03,18
F00984,2023-04-01,C10,R09,18
F00985,2023-04-01,G47,R08,20
F00986,2023-04-01,I56,R05,18
F00987,2023-04-01,I55,R03,28
F00988,2023-04-01,C10,R10,15
F00989,2023-04-01,H49,R08,19
F00990,2023-04-01,H49,R07,19
F00991,2023-04-01,G47,R06,19
F00992,2023-04-01,G47,R08,22
F00993,2023-04-01,C10,R01,16
F00994,2023-04-01,C29,R05,15
F00995,2023-04-01,I56,R10,15
F00996,2023-04-01,C29,R05,21
F00997,2023-04-01,I56,R07,21
F00998,2023-04-01,C10,R10,14
F00999,2023-04-01,I56,R08,24
F01000,2023-04-01,H49,R07,30
F01001,2023-04-01,C29,R10,12
F01002,2023-04-01,C10,R05,15
F01003,2023-04-01,I56,R10,17
F01004,2023-04-01,I56,R09,21
F01005,2023-04-01,G47,R08,23
F01006,2023-04-01,I55,R06,17
F01007,2023-04-01,I55,R09,18
F01008,2023-04-01,H49,R05,22
F01009,2023-04-01,I56,R08,23
F01010,2023-04-01,I56,R06,23
F01011,2023-04-01,C29,R08,19
F01012,2023-04-01,H49,R03,11
F01013,2023-04-01,C29,R05,14
F01014,2023-04-01,I56,R03,19
F01015,2023-04-01,I55,R02,25
F01016,2023-04-01,C10,R05,20
F01017,2023-04-01,C10,R04,19
F01018,2023-04-01,G47,R01,18
F01019,2023-04-01,G47,R10,16
F01020,2023-04-01,I56,R07,26
F01021,2023-04-01,H49,R06,21
F01022,2023-04-01,I55,R01,15
F01023,2023-04-01,H49,R10,19
F01024,2023-04-01,C29,R05,15
F01025,2023-04-01,I55,R04,12
F01026,2023-04-01,H49,R01,18
F01027,2023-04-01,G47,R01,19
F01028,2023-04-01,C10,R03,22
F01029,2023-04-01,G47,R06,18
F01030,2023-04-01,C10,R08,19
F01031,2023-04-01,C10,R07,20
F01032,2023-04-01,C29,R10,23
F01033,2023-04-01,G47,R06,14
F01034,2023-04-01,I56,R01,23
F01035,2023-04-01,C10,R08,22
F01036,2023-04-01,H49,R03,18
F01037,2023-04-01,I56,R05,16
F01038,2023-04-01,C29,R04,13
F01039,2023-04-01,C10,R10,20
F01040,2023-04-01,H49,R01,20
F01041,2023-04-01,G47,R01,14
F01042,2023-04-01,C29,R10,17
F01043,2023-04-01,C29,R06,25
F01044,2023-04-01,C10,R01,15
F01045,2023-04-01,C29,R09,24
F01046,2023-04-01,I55,R08,22
F01047,2023-04-01,C29,R10,15
F01048,2023-04-01,I55,R06,18
F01049,2023-04-01,H49,R03,22
F01050,2023-04-01,H49,R07,25
F01051,2023-04-01,C29,R06,19
F01052,2023-04-01,I55,R06,15
F01053,2023-04-01,G47,R08,21
F01054,2023-04-01,G47,R06,18
F01055,2023-04-01,C29,R10,18
F01056,2023-04-01,I56,R02,20
F01057,2023-04-01,G47,R04,18
F01058,2023-04-01,I55,R10,21
F01059,2023-04-01,I55,R04,19
F01060,2023-04-01,C10,R04,20
F01061,2023-04-01,G47,R07,25
F01062,2023-04-01,I55,R08,21
F01063,2023-04-01,I55,R04,9
F01064,2023-04-01,G47,R07,17
F01065,2023-04-01,H49,R08,23
F01066,2023-04-01,C10,R02,15
F01067,2023-04-01,H49,R02,19
F01068,2023-04-01,C10,R05,18
F01069,2023-04-01,C10,R06,16
F01070,2023-04-01,C10,R08,24
F01071,2023-04-01,C10,R06,16
F01072,2023-04-01,C29,R02,31
F01073,2023-04-01,C29,R06,24
F01074,2023-04-01,C10,R02,25
F01075,2023-04-01,C10,R09,16
F01076,2023-04-01,I55,R07,14
F01077,2023-04-01,I56,R03,24
F01078,2023-04-01,C29,R10,15
F01079,2023-04-01,I55,R10,9
F01080,2023-04-01,G47,R04,24
F01081,2023-04-01,G47,R07,25
F01082,2023-04-01,I56,R04,23
F01083,2023-04-01,C29,R08,17
F01084,2023-04-01,C10,R08,26
F01085,2023-04-01,G47,R08,19
F01086,2023-04-01,G47,R10,25
F01087,2023-04-01,H49,R01,14
F01088,2023-04-01,C10,R04,23
F01089,2023-04-01,I55,R09,26
F01090,2023-04-01,I56,R06,16
F01091,2023-04-01,C10,R07,18
F01092,2023-04-01,I55,R03,18
F01093,2023-04-01,I56,R01,24
F01094,2023-04-01,C10,R04,21
F01095,2023-04-01,C10,R10,17
F01096,2023-04-01,C29,R07,16
F01097,2023-04-01,I55,R08,31
F01098,2023-04-01,G47,R01,21
F01099,2023-04-01,C10,R06,19
F01100,2023-04-01,I56,R05,27
F01101,2023-04-01,I55,R09,22
F01102,2023-04-01,G47,R02,15
F01103,2023-04-01,I55,R02,20
F01104,2023-04-01,C10,R04,23
F01105,2023-04-01,C29,R03,19
F01106,2023-04-01,H49,R02,26
F01107,2023-04-01,I55,R05,23
F01108,2023-04-01,G47,R02,19
F01109,2023-04-01,I55,R07,19
F01110,2023-04-01,I55,R01,22
F01111,2023-04-01,H49,R07,18
F01112,2023-04-01,C10,R03,20
F01113,2023-04-01,H49,R06,26
F01114,2023-04-01,I55,R04,25
F01115,2023-04-01,H49,R06,25
F01116,2023-04-01,G47,R02,25
F01117,2023-04-01,I56,R08,22
F01118,2023-04-01,C10,R06,18
F01119,2023-04-01,C29,R01,18
F01120,2023-04-01,G47,R07,20
F01121,2023-04-01,G47,R07,17
F01122,2023-04-01,I56,R10,22
F01123,2023-04-01,C29,R03,27
F01124,2023-04-01,G47,R02,17
F01125,2023-04-01,I55,R09,21
F01126,2023-04-01,I56,R02,26
F01127,2023-04-01,I55,R05,22
F01128,2023-04-01,C10,R02,19
F01129,2023-04-01,I56,R04,11
F01130,2023-04-01,H49,R05,26
F01131,2023-04-01,C10,R01,20
F01132,2023-04-01,I56,R01,17
F01133,2023-04-01,H49,R09,28
F01134,2023-04-01,I56,R05,21
F01135,2023-04-01,H49,R01,22
F01136,2023-04-01,H49,R01,16
F01137,2023-04-01,I56,R08,18
F01138,2023-04-01,C29,R02,26
F01139,2023-04-01,C29,R01,24
F01140,2023-04-01,I55,R09,12
F01141,2023-04-01,C10,R02,17
F01142,2023-04-01,C29,R07,15
F01143,2023-04-01,I55,R07,16
F01144,2023-04-01,I55,R07,21
F01145,2023-04-01,I55,R08,19
F01146,2023-04-01,I56,R10,14
F01147,2023-04-01,C10,R05,26
F01148,2023-04-01,H49,R02,17
F01149,2023-04-01,H49,R01,23
F01150,2023-04-01,C29,R03,14
F01151,2023-04-01,I55,R04,19
F01152,2023-04-01,I55,R05,15
F01153,2023-04-01,I56,R09,20
F01154,2023-04-01,H49,R05,24
F01155,2023-04-01,H49,R03,32
F01156,2023-04-01,I56,R02,30
F01157,2023-04-01,I55,R10,17
F01158,2023-04-01,G47,R02,21
F01159,2023-04-01,H49,R04,22
F01160,2023-04-01,G47,R10,33
F01161,2023-04-01,I55,R05,22
F01162,2023-04-01,I55,R04,21
F01163,2023-04-01,C10,R10,12
F01164,2023-04-01,H49,R05,28
F01165,2023-04-01,I56,R10,22
F01166,2023-04-01,C29,R06,25
F01167,2023-04-01,C29,R02,30
F01168,2023-04-01,C10,R03,21
F01169,2023-04-01,I55,R03,15
F01170,2023-04-01,I55,R03,20
F01171,2023-04-01,C10,R07,17
F01172,2023-04-01,I55,R10,21
F01173,2023-04-01,C29,R05,22
F01174,2023-04-01,G47,R05,16
F01175,2023-04-01,C29,R05,22
F01176,2023-04-01,I55,R08,15
F01177,2023-04-01,H49,R07,13
F01178,2023-04-01,C10,R08,22
F01179,2023-04-01,H49,R02,24
F01180,2023-04-01,I56,R04,19
F01181,2023-04-01,C10,R05,23
F01182,2023-04-01,C29,R03,22
F01183,2023-04-01,I55,R03,20
F01184,2023-04-01,H49,R09,20
F01185,2023-04-01,I55,R04,26
F01186,2023-04-01,C10,R09,11
F01187,2023-04-01,I56,R05,16
F01188,2023-04-01,C29,R07,18
F01189,2023-04-01,I56,R07,20
F01190,2023-04-01,I56,R01,21
F01191,2023-04-01,G47,R08,14
F01192,2023-04-01,H49,R10,21
F01193,2023-04-01,G47,R06,18
F01194,2023-04-01,I56,R02,23
F01195,2023-04-01,H49,R07,16
F01196,2023-04-01,I56,R05,15
F01197,2023-04-01,C29,R10,23
F01198,2023-04-01,C29,R07,15
F01199,2023-04-01,C29,R03,21
F01200,2023-04-01,H49,R03,19
F01201,2023-04-01,H49,R08,17
F01202,2023-04-01,I55,R06,17
F01203,2023-04-01,C29,R05,22
F01204,2023-04-01,I56,R03,24
F01205,2023-04-01,G47,R09,20
F01206,2023-04-01,H49,R09,14
F01207,2023-04-01,C10,R07,22
F01208,2023-04-01,C10,R05,19
F01209,2023-04-01,G47,R09,17
F01210,2023-04-01,I56,R03,22
F01211,2023-04-01,H49,R08,21
F01212,2023-04-01,I56,R02,24
F01213,2023-04-01,I55,R02,9
F01214,2023-04-01,H49,R09,13
F01215,2023-04-01,I56,R04,18
F01216,2023-04-01,G47,R01,16
F01217,2023-04-01,H49,R04,16
F01218,2023-04-01,C29,R03,17
F01219,2023-04-01,I56,R09,14
F01220,2023-04-01,I56,R08,17
F01221,2023-04-01,C10,R09,24
F01222,2023-04-01,H49,R03,22
F01223,2023-04-01,G47,R10,29
F01224,2023-04-01,H49,R08,22
F01225,2023-04-01,H49,R01,18
F01226,2023-04-01,I55,R03,15
F01227,2023-04-01,C10,R01,25
F01228,2023-04-01,C10,R05,20
F01229,2023-04-01,I56,R09,19
F01230,2023-04-01,G47,R02,17
F01231,2023-04-01,I56,R10,22
F01232,2023-04-01,C29,R10,23
F01233,2023-04-01,C10,R07,26
F01234,2023-04-01,C29,R09,16
