firm_id,month,nace_code.x,region_code.x,employees_monthly,nace_code.y,region_code.y,turnover_monthly,region_code,nace_code,legal_form,employees_firm,foundation_year,revenue_last_year,turnover_yoy,emp_growth,productivity,month_num,seasonal_index
F01142,2023-02-01,C29,R07,19,C29,R07,25124.39,R07,C29,KG,29,2004,98325.93,NA,-0.2962962962962963,1322.3363157894737,2,0.6045904980174117
F01143,2023-02-01,I55,R07,23,I55,R07,76479.3,R07,I55,GmbH,26,2007,333788.89,NA,-0.041666666666666664,3325.1869565217394,2,1.387658738848645
F01144,2023-02-01,I55,R07,15,I55,R07,18415.22,R07,I55,AG,32,1967,537452.36,NA,-0.16666666666666666,1227.6813333333334,2,0.44597723771319947
F01145,2023-02-01,I55,R08,16,I55,R08,5431.73,R08,I55,Einzelunternehmen,24,2012,195651.68,NA,0,339.483125,2,0.10470484565419878
F01146,2023-02-01,I56,R10,20,I56,R10,3922.98,R10,I56,AG,17,1971,79975.44,NA,0.25,196.149,2,0.1280204799003069
F01147,2023-02-01,C10,R05,21,C10,R05,91237.93,R05,C10,OHG,31,1977,486669.57,NA,0.4,4344.663333333333,2,1.3581915179332908
F01148,2023-02-01,H49,R02,21,H49,R02,12480.15,R02,H49,GmbH,35,2014,424872.28,NA,0.5,594.2928571428571,2,0.391081924698467
F01149,2023-02-01,H49,R01,26,H49,R01,55279.75,R01,H49,GmbH,30,2009,1188437.25,NA,0.5294117647058824,2126.144230769231,2,1.130324118021666
F01150,2023-02-01,C29,R03,14,C29,R03,3817.78,R03,C29,KG,24,1972,312344.16,NA,-0.17647058823529413,272.6985714285714,2,0.11379572772967197
F01151,2023-02-01,I55,R04,24,I55,R04,8331.96,R04,I55,OHG,28,1975,25723.15,NA,0.6,347.16499999999996,2,0.35560769787117125
F01152,2023-02-01,I55,R05,19,I55,R05,47176.4,R05,I55,GmbH,29,2004,70442.23,NA,0.1875,2482.9684210526316,2,0.6971981802448275
F01153,2023-02-01,I56,R09,13,I56,R09,31198.83,R09,I56,AG,31,1981,212139.65,NA,0.18181818181818182,2399.9100000000003,2,0.5700476020328086
F01154,2023-02-01,H49,R05,24,H49,R05,41797.1,R05,H49,AG,25,2002,148986.8,NA,0.043478260869565216,1741.5458333333333,2,0.8617763133692053
F01155,2023-02-01,H49,R03,24,H49,R03,46010.98,R03,H49,OHG,29,2022,369253.72,NA,0.3333333333333333,1917.1241666666667,2,0.9622383684777899
F01156,2023-02-01,I56,R02,27,I56,R02,24538.68,R02,I56,Einzelunternehmen,26,2003,31914.64,NA,-0.03571428571428571,908.84,2,0.5888270633676027
F01157,2023-02-01,I55,R10,15,I55,R10,28966.824576271185,R10,I55,KG,27,2012,111832.79,NA,-0.0625,1931.121638418079,2,0.7669986618754232
F01158,2023-02-01,G47,R02,30,G47,R02,6396.75,R02,G47,KG,34,2015,93002.76,NA,1.3076923076923077,213.225,2,0.17319975795671713
F01159,2023-02-01,H49,R04,22,H49,R04,8132.08,R04,H49,Einzelunternehmen,27,2018,144655,NA,0.375,369.64,2,0.12744640148186245
F01160,2023-02-01,G47,R10,23,G47,R10,49806.81,R10,G47,KG,28,1989,80368.96,NA,0.21052631578947367,2165.5134782608693,2,0.8892490033470826
F01161,2023-02-01,I55,R05,18,I55,R05,10271.89,R05,I55,Einzelunternehmen,26,2012,78814.17,NA,-0.3076923076923077,570.6605555555556,2,0.21683615763353897
F01162,2023-02-01,I55,R04,21,I55,R04,18404.82,R04,I55,GmbH,28,2002,263957.91,NA,0.10526315789473684,876.42,2,0.26323166209906124
F01163,2023-02-01,C10,R10,27,C10,R10,55509.22,R10,C10,OHG,22,2017,79435.89,NA,0.42105263157894735,2055.897037037037,2,1.694733827870866
F01164,2023-02-01,H49,R05,13,H49,R05,112869.36,R05,H49,GmbH,31,1973,70776.85,NA,-0.4090909090909091,8682.258461538462,2,2.414591643804746
F01165,2023-02-01,I56,R10,15,I56,R10,70544,R10,I56,OHG,22,1985,212294,NA,0.07142857142857142,4702.933333333333,2,1.9244250865076054
F01166,2023-02-01,C29,R06,14,C29,R06,24077.06,R06,C29,OHG,32,2016,311484.9,NA,-0.2631578947368421,1719.7900000000002,2,0.5413637023862573
F01167,2023-02-01,C29,R02,27,C29,R02,38698.94,R02,C29,OHG,23,1988,953097.53,NA,0.35,1433.2940740740742,2,0.6183956497277885
F01168,2023-02-01,C10,R03,25,C10,R03,19014.42,R03,C10,OHG,17,1987,58179.37,NA,0.041666666666666664,760.5767999999999,2,0.3629761092775629
F01169,2023-02-01,I55,R03,33,I55,R03,9871.45,R03,I55,OHG,25,1998,329871.25,NA,0.65,299.13484848484853,2,0.21715548775016166
F01170,2023-02-01,I55,R03,24,I55,R03,49140.36,R03,I55,KG,27,2003,209812.45,NA,0.09090909090909091,2047.515,2,1.1389551183158992
F01171,2023-02-01,C10,R07,23,C10,R07,41032.93,R07,C10,Einzelunternehmen,21,1976,268270.66,NA,0.045454545454545456,1784.0404347826086,2,0.4544736471040759
F01172,2023-02-01,I55,R10,17,I55,R10,42330.14,R10,I55,Einzelunternehmen,30,1994,82646.46,NA,0.5454545454545454,2490.0082352941176,2,1.2038892062503344
F01173,2023-02-01,C29,R05,23,C29,R05,17902.52,R05,C29,Einzelunternehmen,33,2011,967348.37,NA,0.9166666666666666,778.3704347826088,2,0.34696880057381985
F01174,2023-02-01,G47,R05,22,G47,R05,37738.81,R05,G47,OHG,25,2014,356242.44,NA,0.4666666666666667,1715.4004545454545,2,0.8186784907082718
F01175,2023-02-01,C29,R05,22,C29,R05,39135.01,R05,C29,AG,18,1973,295438.57,NA,0.4666666666666667,1778.864090909091,2,1.0856543672413483
F01176,2023-02-01,I55,R08,24,I55,R08,137476.41,R08,I55,OHG,20,2005,404057.1,NA,-0.14285714285714285,5728.18375,2,1.6662710058516452
F01177,2023-02-01,H49,R07,17,H49,R07,17424.36,R07,H49,OHG,34,1977,117996.05,NA,0,1024.9623529411765,2,0.36294663712555564
F01178,2023-02-01,C10,R08,21,C10,R08,44557.1,R08,C10,AG,27,2007,415204.71,NA,0.23529411764705882,2121.7666666666664,2,1.0433578405301942
F01179,2023-02-01,H49,R02,21,H49,R02,19716.06,R02,H49,KG,21,2000,17943.7,NA,0.10526315789473684,938.86,2,0.37501479459866344
F01180,2023-02-01,I56,R04,21,I56,R04,62638.54,R04,I56,Einzelunternehmen,33,1983,29057.97,NA,0.23529411764705882,2982.787619047619,2,1.1241036145959928
F01181,2023-02-01,C10,R05,17,C10,R05,86334.39,R05,C10,KG,20,2010,187216.55,NA,-0.2608695652173913,5078.493529411765,2,2.0928292547768645
F01182,2023-02-01,C29,R03,21,C29,R03,30886.04,R03,C29,KG,28,1985,225386.25,NA,-0.045454545454545456,1470.7638095238096,2,0.6576439997036071
F01183,2023-02-01,I55,R03,26,I55,R03,45562.78,R03,I55,AG,21,2003,74305.96,NA,0.4444444444444444,1752.4146153846154,2,0.8745771463478891
F01184,2023-02-01,H49,R09,17,H49,R09,67597.84,R09,H49,AG,24,1977,185778.06,NA,-0.15,3976.3435294117644,2,1.165708803850135
F01185,2023-02-01,I55,R04,21,I55,R04,22556.86,R04,I55,KG,22,2000,363822.66,NA,0.23529411764705882,1074.1361904761904,2,0.2715589067197131
F01186,2023-02-01,C10,R09,25,C10,R09,33547.21,R09,C10,AG,28,1967,156582.78,NA,0.6666666666666666,1341.8884,2,0.6193597568759754
F01187,2023-02-01,I56,R05,22,I56,R05,12380.89,R05,I56,GmbH,26,2008,76682.75,NA,0.047619047619047616,562.7677272727273,2,0.32317668018911
F01188,2023-02-01,C29,R07,17,C29,R07,28142.29,R07,C29,GmbH,23,2012,665612.98,NA,0,1655.4288235294118,2,0.5756601143096496
F01189,2023-02-01,I56,R07,26,I56,R07,21892.8,R07,I56,KG,23,1980,36414.45,NA,-0.10344827586206896,842.0307692307692,2,0.7305961165195152
F01190,2023-02-01,I56,R01,24,I56,R01,41986.65,R01,I56,KG,22,1972,324564.22,NA,0,1749.4437500000001,2,0.6808317490629168
F01191,2023-02-01,G47,R08,19,G47,R08,35003.68,R08,G47,OHG,30,1978,415615.65,NA,-0.09523809523809523,1842.298947368421,2,0.8756179341704025
F01192,2023-02-01,H49,R10,27,H49,R10,24643.43,R10,H49,KG,28,1982,89300.18,NA,0.35,912.7196296296296,2,0.6358227067841729
F01193,2023-02-01,G47,R06,18,G47,R06,35027.27,R06,G47,AG,20,1992,102404.67,NA,-0.18181818181818182,1945.9594444444442,2,0.7005447228067679
F01194,2023-02-01,I56,R02,22,I56,R02,157402.87,R02,I56,AG,26,1993,124297.41,NA,0.2222222222222222,7154.675909090909,2,2.4066815132593478
F01195,2023-02-01,H49,R07,21,H49,R07,22605.03,R07,H49,AG,9,1976,50548.55,NA,0,1076.4299999999998,2,0.42191458068658466
F01196,2023-02-01,I56,R05,22,I56,R05,15581.42,R05,I56,GmbH,24,1970,893723.44,NA,-0.043478260869565216,708.2463636363636,2,0.36225816225722063
F01197,2023-02-01,C29,R10,20,C29,R10,14512.1,R10,C29,Einzelunternehmen,24,2003,17690.82,NA,0.1111111111111111,725.605,2,0.43916784037706685
F01198,2023-02-01,C29,R07,22,C29,R07,92246.29,R07,C29,AG,28,2016,101503.17,NA,1,4193.013181818182,2,1.9089762154071233
F01199,2023-02-01,C29,R03,21,C29,R03,174982.19,R03,C29,Einzelunternehmen,25,2020,313478.57,NA,0.6153846153846154,8332.485238095238,2,4.887689208904247
F01200,2023-02-01,H49,R03,13,H49,R03,113766.43,R03,H49,OHG,18,1973,273812.94,NA,-0.48,8751.263846153846,2,2.062384356035838
F01201,2023-02-01,H49,R08,19,H49,R08,22693.12,R08,H49,KG,25,2009,692377.62,NA,0,1194.3747368421052,2,0.3591520214861287
F01202,2023-02-01,I55,R06,21,I55,R06,40925.69,R06,I55,Einzelunternehmen,35,2010,78455.33,NA,-0.045454545454545456,1948.842380952381,2,0.7777854536142184
F01203,2023-02-01,C29,R05,16,C29,R05,204769.71,R05,C29,KG,25,1967,18974.31,NA,-0.3333333333333333,12798.106875,2,4.650024738134849
F01204,2023-02-01,I56,R03,18,I56,R03,41381.55,R03,I56,GmbH,37,2008,40933.64,NA,0.125,2298.9750000000004,2,0.9286972697760589
F01205,2023-02-01,G47,R09,15,G47,R09,14766.97,R09,G47,OHG,15,1974,136334.8,NA,-0.375,984.4646666666666,2,0.29361816140150415
F01206,2023-02-01,H49,R09,18,H49,R09,24820.68,R09,H49,OHG,28,1977,904693.28,NA,0.058823529411764705,1378.9266666666667,2,0.44985043607745157
F01207,2023-02-01,C10,R07,24,C10,R07,110750.91,R07,C10,OHG,24.5,1978,103169.25,NA,0.3333333333333333,4614.62125,2,1.4454284757510973
F01208,2023-02-01,C10,R05,20,C10,R05,37298.35,R05,C10,OHG,33,2000,70700.25,NA,-0.13043478260869565,1864.9175,2,0.6119493063707151
F01209,2023-02-01,G47,R09,15,G47,R09,10659.74,R09,G47,KG,30,1972,260422.36,NA,0.07142857142857142,710.6493333333333,2,0.37973548783262734
F01210,2023-02-01,I56,R03,18,I56,R03,69686.99,R03,I56,GmbH,24,1972,94424.6,NA,0.2,3871.4994444444446,2,1.421877750096898
F01211,2023-02-01,H49,R08,18,H49,R08,11495.63,R08,H49,AG,32,1982,49121.48,NA,-0.45454545454545453,638.646111111111,2,0.4976623704963644
F01212,2023-02-01,I56,R02,18,I56,R02,8871.18,R02,I56,OHG,38,1972,2915175.95,NA,-0.3333333333333333,492.84333333333336,2,0.19380493288102907
F01213,2023-02-01,I55,R02,23,I55,R02,45800.05,R02,I55,OHG,25,1985,632225.03,NA,0.2777777777777778,1991.3065217391306,2,1.0104548130101725
F01214,2023-02-01,H49,R09,22,H49,R09,88912.85,R09,H49,OHG,35,2010,51096.91,NA,0.6923076923076923,4041.493181818182,2,1.1324097001942395
F01215,2023-02-01,I56,R04,25,I56,R04,42682.31,R04,I56,AG,26,1981,150511.3,NA,1.5,1707.2923999999998,2,0.712886049724946
F01216,2023-02-01,G47,R01,28,G47,R01,22415.41,R01,G47,AG,31,1983,847968.77,NA,0.47368421052631576,800.5503571428571,2,0.45620720729414804
F01217,2023-02-01,H49,R04,14,H49,R04,55549.92,R04,H49,GmbH,34,2017,36850.8,NA,-0.391304347826087,3967.8514285714286,2,0.7776486153856635
F01218,2023-02-01,C29,R03,24,C29,R03,62440.82,R03,C29,GmbH,33,2000,243664.07,NA,-0.07692307692307693,2601.7008333333333,2,1.3523824571398775
F01219,2023-02-01,I56,R09,13,I56,R09,9913.41,R09,I56,AG,41,2020,359657.88,NA,0.3,762.5699999999999,2,0.23545190245288872
F01220,2023-02-01,I56,R08,19,I56,R08,33211.38,R08,I56,KG,23,1972,1013280.61,NA,0.05555555555555555,1747.9673684210525,2,0.5772296284297329
F01221,2023-02-01,C10,R09,12,C10,R09,32235.86,R09,C10,Einzelunternehmen,29,2017,127657.34,NA,-0.4,2686.3216666666667,2,0.8276181132748804
F01222,2023-02-01,H49,R03,21,H49,R03,70021.2,R03,H49,AG,25,2012,91541.53,NA,-0.125,3334.342857142857,2,1.3279064111949834
F01223,2023-02-01,G47,R10,19,G47,R10,29289.42,R10,G47,Einzelunternehmen,29,1981,565710.97,NA,-0.13636363636363635,1541.5484210526315,2,0.6044906246115763
F01224,2023-02-01,H49,R08,27,H49,R08,22450.33,R08,H49,OHG,28,1977,142639.4,NA,0.2857142857142857,831.4937037037038,2,0.4557261221672128
F01225,2023-02-01,H49,R01,23,H49,R01,188462.57,R01,H49,Einzelunternehmen,27,1981,1755067.19,NA,0.6428571428571429,8194.024782608696,2,2.6054866455768506
F01226,2023-02-01,I55,R03,18,I55,R03,9144.04,R03,I55,OHG,35,1966,142747.12,NA,-0.28,508.00222222222226,2,0.2299322357914086
F01227,2023-02-01,C10,R01,17,C10,R01,54607.92,R01,C10,AG,24,1997,74343.6,NA,-0.22727272727272727,3212.230588235294,2,1.4111498195512835
F01228,2023-02-01,C10,R05,21,C10,R05,30930.85,R05,C10,KG,19,1974,885627.02,NA,0.16666666666666666,1472.897619047619,2,0.6236789970275243
F01229,2023-02-01,I56,R09,26,I56,R09,43002.21,R09,I56,KG,30,2013,465293.7,NA,0.23809523809523808,1653.9311538461538,2,1.3713952496034318
F01230,2023-02-01,G47,R02,18,G47,R02,28711.71,R02,G47,Einzelunternehmen,22,2011,314721.44,NA,-0.35714285714285715,1595.095,2,0.5287903454883204
F01231,2023-02-01,I56,R10,12,I56,R10,81035.99,R10,I56,AG,21,1993,316984.68,NA,-0.5384615384615384,6752.999166666667,2,1.8747603223340719
F01232,2023-02-01,C29,R10,14,C29,R10,103866.11,R10,C29,GmbH,29,1979,31338.29,NA,-0.4166666666666667,7419.007857142858,2,1.946666791613857
F01233,2023-02-01,C10,R07,17,C10,R07,46697.55,R07,C10,GmbH,33,1980,329890.03,NA,-0.2608695652173913,2746.9147058823532,2,1.2177787554130597
F01234,2023-02-01,C29,R09,22,C29,R09,38377.08677966102,R09,C29,OHG,21,1995,686625.33,NA,0,1744.4130354391373,2,0.6329374087313416
F01235,2023-02-01,G47,R02,18,G47,R02,35663.06,R02,G47,KG,28,1971,179238.19,NA,-0.1,1981.281111111111,2,0.8586344181256635
F01236,2023-02-01,I56,R10,14,I56,R10,41374.31,R10,I56,GmbH,22,2019,18925.87,NA,-0.2631578947368421,2955.307857142857,2,0.6992016364266891
F01237,2023-02-01,C10,R02,26,C10,R02,26385.92,R02,C10,KG,27,1977,289136.53,NA,0.18181818181818182,1014.8430769230769,2,0.6293277369599568
F01238,2023-02-01,C10,R01,18,C10,R01,27574.68,R01,C10,KG,28,2017,2129531.56,NA,-0.21739130434782608,1531.9266666666667,2,0.44167878327495597
F01239,2023-02-01,H49,R06,21,H49,R06,64245.65,R06,H49,OHG,20,1994,173065.19,NA,0.23529411764705882,3059.3166666666666,2,1.7645098707666491
F01240,2023-02-01,I55,R04,24,I55,R04,20753.1,R04,I55,AG,29,1989,194365.79,NA,0.2,864.7125,2,0.636002849786538
F01241,2023-02-01,I56,R04,23,I56,R04,69717.19,R04,I56,Einzelunternehmen,18,1995,30793.58,NA,0.15,3031.1821739130437,2,1.780890469203854
F01242,2023-02-01,I56,R02,22,I56,R02,44692.85,R02,I56,OHG,23,2013,178880.16,NA,0.8333333333333334,2031.4931818181817,2,1.000797743254311
F01243,2023-02-01,G47,R10,27,G47,R10,9927.45,R10,G47,OHG,32,1981,294931.53,NA,0.125,367.68333333333334,2,0.18521465317258226
F01244,2023-02-01,I56,R07,19,I56,R07,38471.15,R07,I56,Einzelunternehmen,26,1984,1651536.34,NA,-0.05,2024.7973684210526,2,0.9999059350903124
F01245,2023-02-01,I56,R09,22,I56,R09,47907.22,R09,I56,GmbH,40,1969,649983.71,NA,-0.15384615384615385,2177.6009090909092,2,0.6707027042752214
F01246,2023-02-01,C29,R05,20,C29,R05,81458.59,R05,C29,OHG,25,1974,1355969.88,NA,-0.2857142857142857,4072.9294999999997,2,2.0232436777237193
F01247,2023-02-01,C29,R06,15,C29,R06,41151.81,R06,C29,GmbH,15,2000,935311.47,NA,-0.16666666666666666,2743.4539999999997,2,0.7307745706962223
F01248,2023-02-01,I55,R03,23,I55,R03,17299.6,R03,I55,AG,27,1968,112000.3,NA,-0.17857142857142858,752.1565217391304,2,0.29134053112836006
F01249,2023-02-01,G47,R01,17,G47,R01,57631.18,R01,G47,AG,30,1972,288081.1,NA,-0.10526315789473684,3390.069411764706,2,1.2434368274260774
F01250,2023-02-01,H49,R03,22,H49,R03,6307.7,R03,H49,Einzelunternehmen,23,1994,34610.76,NA,0,286.71363636363634,2,0.1418054079334397
F01251,2023-02-01,C10,R05,22,C10,R05,19978.84,R05,C10,OHG,18,1997,359075.56,NA,-0.2413793103448276,908.1290909090909,2,0.41937194565193564
F01252,2023-02-01,C29,R04,16,C29,R04,53648.75,R04,C29,Einzelunternehmen,28,1990,333535.91,NA,-0.3333333333333333,3353.046875,2,0.6996312146858947
F01253,2023-02-01,C10,R02,21,C10,R02,44990.51,R02,C10,GmbH,33,2007,217338.17,NA,2,2142.405238095238,2,0.8267231096686889
F01254,2023-02-01,I55,R02,23,I55,R02,65260.46,R02,I55,OHG,21,1995,162964.64,NA,0.2777777777777778,2837.411304347826,2,1.3941186801098202
F01255,2023-02-01,C29,R09,20,C29,R09,4464.67,R09,C29,KG,30,2001,634006.46,NA,0.1111111111111111,223.2335,2,0.11107363693990949
F01256,2023-02-01,C29,R10,19,C29,R10,16191.3,R10,C29,Einzelunternehmen,23,2014,63733.09,NA,-0.09523809523809523,852.1736842105263,2,0.3412324791901869
F01257,2023-02-01,I55,R04,22,I55,R04,12684.57,R04,I55,GmbH,25,1965,43494.85,NA,0.2222222222222222,576.5713636363636,2,0.27053069107845484
F01258,2023-02-01,C10,R05,12,C10,R05,59920.32,R05,C10,GmbH,25,2000,83840.67,NA,-0.5555555555555556,4993.36,2,0.8784832532021787
F01259,2023-02-01,I55,R08,17,I55,R08,74547.52,R08,I55,AG,24,1979,115496.17,NA,-0.05555555555555555,4385.1482352941175,2,1.5895097537240472
F01260,2023-02-01,C29,R07,12,C29,R07,72879.44,R07,C29,OHG,23,2021,176996.76,NA,-0.5384615384615384,6073.286666666667,2,1.0113972612105573
F01261,2023-02-01,I55,R07,16,I55,R07,50351.92,R07,I55,AG,19,2006,193814.61,NA,-0.30434782608695654,3146.995,2,1.4086373030841755
F01262,2023-02-01,C10,R08,22,C10,R08,144405.78,R08,C10,Einzelunternehmen,37,2008,597105.49,NA,0.15789473684210525,6563.899090909091,2,1.286803362417455
F01263,2023-02-01,C10,R04,20,C10,R04,140658.01,R04,C10,AG,38,1976,205863.79,NA,0,7032.900500000001,2,1.8163887888898864
F01264,2023-02-01,H49,R08,19,H49,R08,26298.59,R08,H49,AG,36,2019,61677.06,NA,-0.05,1384.1363157894737,2,0.5703133595368662
F01265,2023-02-01,H49,R08,20,H49,R08,113848.51,R08,H49,KG,18,1981,460691.67,NA,-0.09090909090909091,5692.425499999999,2,2.207912189688482
F01266,2023-02-01,H49,R08,21,H49,R08,11706.31,R08,H49,AG,34,1965,82886.29,NA,-0.25,557.4433333333333,2,0.3108719651134729
F01267,2023-02-01,H49,R06,18,H49,R06,10945.34,R06,H49,GmbH,25,1993,290832.98,NA,-0.25,608.0744444444445,2,0.21543872630583175
F01268,2023-02-01,I56,R05,23,I56,R05,65814.51,R05,I56,AG,26,2002,2557240.72,NA,0,2861.5004347826084,2,1.2012467944915446
F01269,2023-02-01,G47,R07,32,G47,R07,9755.92,R07,G47,GmbH,21,2001,46034.14,NA,0.28,304.8725,2,0.306326241378224
F01270,2023-02-01,I55,R04,22,I55,R04,13412.51,R04,I55,GmbH,29,2022,312746.16,NA,-0.12,609.6595454545454,2,0.2901694032772983
F01271,2023-02-01,C29,R01,23,C29,R01,212391.42,R01,C29,Einzelunternehmen,29,1982,26125.27,NA,-0.11538461538461539,9234.409565217391,2,4.417777119722107
F01272,2023-02-01,G47,R07,19,G47,R07,65246.13,R07,G47,KG,24,2000,87280.24,NA,0.26666666666666666,3434.006842105263,2,1.1300410777698109
F01273,2023-02-01,C29,R01,11,C29,R01,80978.91,R01,C29,OHG,24,1965,119350.84,NA,-0.3888888888888889,7361.719090909091,2,1.0683759475318058
F01274,2023-02-01,H49,R03,19,H49,R03,11108.09,R03,H49,GmbH,32,2011,81507.02,NA,0.26666666666666666,584.6363157894737,2,0.22361334503350508
F01275,2023-02-01,C10,R03,19,C10,R03,105465.13,R03,C10,KG,20,2003,997974.89,NA,0,5550.796315789474,2,1.450977279997065
F01276,2023-02-01,C10,R07,19,C10,R07,39892.77,R07,C10,OHG,35,1977,243912.15,NA,-0.32142857142857145,2099.6194736842103,2,0.9128703377442928
F01277,2023-02-01,H49,R05,17,H49,R05,31460.81,R05,H49,KG,23,2004,565620.38,NA,0.0625,1850.6358823529413,2,0.7433904198619884
F01278,2023-02-01,I55,R10,19,I55,R10,117857.26,R10,I55,OHG,29,2004,178064.88,NA,-0.2692307692307692,6203.013684210526,2,1.9408552894558901
F01279,2023-02-01,C10,R01,25,C10,R01,43567.62,R01,C10,AG,16,2020,363106.33,NA,0.19047619047619047,1742.7048000000002,2,0.7095848235125531
F01280,2023-02-01,C10,R07,16,C10,R07,17437.29,R07,C10,AG,14,2012,318309.92,NA,0.06666666666666667,1089.830625,2,0.4538201380150352
F01281,2023-02-01,I55,R09,14,I55,R09,151557.06,R09,I55,AG,30,2007,67807.19,NA,0.16666666666666666,10825.504285714285,2,2.877640289188586
F01282,2023-02-01,C10,R07,17,C10,R07,35152.5,R07,C10,GmbH,24,2015,147422.72,NA,0.0625,2067.794117647059,2,0.7668722251943931
F01283,2023-02-01,I55,R03,21,I55,R03,35686.46,R03,I55,AG,31,2017,18714.84,NA,0,1699.355238095238,2,0.6949466566444298
F01284,2023-02-01,C29,R04,24,C29,R04,17466.38,R04,C29,GmbH,28,2016,104688.67,NA,0.7142857142857143,727.7658333333334,2,0.2780929652974353
F01285,2023-02-01,G47,R07,22,G47,R07,33173.5,R07,G47,AG,24,2009,314302.51,NA,-0.12,1507.8863636363637,2,0.5600728901489965
F01286,2023-02-01,C29,R10,18,C29,R10,13988.37,R10,C29,OHG,21,1976,164271.46,NA,0.5,777.1316666666667,2,0.23675735961764732
F01287,2023-02-01,G47,R04,18,G47,R04,15626.98,R04,G47,OHG,28,2017,560670.97,NA,-0.4375,868.1655555555556,2,0.3210579524008257
F01288,2023-02-01,H49,R02,14,H49,R02,28280.94,R02,H49,AG,23,2019,139256.94,NA,-0.36363636363636365,2020.0671428571427,2,0.6784254639381554
F01289,2023-02-01,G47,R02,24,G47,R02,29222.68,R02,G47,OHG,25,1991,62270.77,NA,0.2,1217.6116666666667,2,0.9410894311775128
F01290,2023-02-01,I56,R08,23,I56,R08,20763.58,R08,I56,AG,24,1967,434826.36,NA,0,902.764347826087,2,0.33784335383944186
F01291,2023-02-01,C29,R02,17,C29,R02,14313.89,R02,C29,AG,23,1993,178359.02,NA,-0.10526315789473684,841.9935294117647,2,0.2664721425348365
F01292,2023-02-01,I55,R02,20,I55,R02,80172.38,R02,I55,AG,25,2018,30328.31,NA,-0.2,4008.619,2,1.445607651605976
F01293,2023-02-01,G47,R06,24,G47,R06,34408.73,R06,G47,AG,26,2004,225651.72,NA,0.043478260869565216,1433.6970833333335,2,1.0165366122896016
F01294,2023-02-01,C29,R06,17,C29,R06,27933.37,R06,C29,AG,25,1996,3780816.21,NA,-0.10526315789473684,1643.1394117647058,2,0.5473249836774253
F01295,2023-02-01,H49,R09,18,H49,R09,41753.84,R09,H49,GmbH,23,1986,69899.8,NA,-0.18181818181818182,2319.6577777777775,2,1.044767506706905
F01296,2023-02-01,C10,R03,14,C10,R03,88225.55,R03,C10,Einzelunternehmen,22,1996,451483.76,NA,0.07692307692307693,6301.825,2,1.8110662385435634
F01297,2023-02-01,I56,R10,29,I56,R10,30131.12,R10,I56,GmbH,30,1996,84827.15,NA,0.3181818181818182,1039.0041379310344,2,0.528405118213317
F01298,2023-02-01,H49,R09,23,H49,R09,64488.44,R09,H49,GmbH,27,2004,61071.7,NA,-0.041666666666666664,2803.8452173913042,2,1.443035931042964
F01299,2023-02-01,G47,R01,22,G47,R01,23212.53,R01,G47,AG,20,1993,1819520.28,NA,0.6923076923076923,1055.115,2,0.5216279046729466
F01300,2023-02-01,H49,R03,21,H49,R03,79792.53,R03,H49,Einzelunternehmen,27,1982,332184.96,NA,0.3125,3799.6442857142856,2,1.964166845747513
F01301,2023-02-01,C10,R01,17,C10,R01,20935.19,R01,C10,KG,25,1995,582014.91,NA,-0.2608695652173913,1231.4817647058824,2,0.39639236193432875
F01302,2023-02-01,H49,R06,14,H49,R06,25750.96,R06,H49,Einzelunternehmen,29,1999,436309.92,NA,-0.5333333333333333,1839.3542857142857,2,0.49109491377656295
F01303,2023-02-01,I55,R04,25,I55,R04,36694.72,R04,I55,KG,34,2009,1677129.72,NA,0.041666666666666664,1467.7888,2,0.8579588761390101
F01304,2023-02-01,C29,R08,12,C29,R08,77460.75,R08,C29,Einzelunternehmen,32,2010,150693.25,NA,-0.25,6455.0625,2,1.7427117409792077
F01305,2023-02-01,C10,R07,22,C10,R07,43216.35,R07,C10,GmbH,28,2006,814909.39,NA,0.15789473684210525,1964.3795454545455,2,1.0275977187523402
F01306,2023-02-01,H49,R01,15,H49,R01,32428.21,R01,H49,OHG,27,1977,263395.17,NA,-0.16666666666666666,2161.8806666666665,2,0.6515841186341041
F01307,2023-02-01,I56,R06,15,I56,R06,61416.16,R06,I56,AG,31,2012,380794.53,NA,0.07142857142857142,4094.410666666667,2,1.357721588247253
F01308,2023-02-01,C29,R06,23,C29,R06,21994.59,R06,C29,GmbH,31,1981,65329.02,NA,0.6428571428571429,956.2865217391304,2,0.4486669325558788
F01309,2023-02-01,C29,R10,23,C29,R10,87815.95,R10,C29,OHG,28,1998,218310.66,NA,0.045454545454545456,3818.0847826086956,2,2.807955387838347
F01310,2023-02-01,G47,R10,17,G47,R10,63949.14,R10,G47,KG,11,1994,321107.08,NA,-0.34615384615384615,3761.7141176470586,2,0.8682002580944952
F01311,2023-02-01,I55,R06,16,I55,R06,197168.36,R06,I55,KG,26,2004,767942.48,NA,-0.4074074074074074,12323.0225,2,3.2595904669728273
F01312,2023-02-01,I55,R02,25,I55,R02,22170.21,R02,I55,GmbH,28,1991,388515.9,NA,0.3157894736842105,886.8084,2,0.5087785460423393
F01313,2023-02-01,H49,R01,21,H49,R01,101409.47,R01,H49,Einzelunternehmen,25,2003,258688.46,NA,0,4829.022380952381,2,2.727353092813773
F01314,2023-02-01,C10,R10,17,C10,R10,25264.61,R10,C10,GmbH,27,1972,9685.04,NA,0.3076923076923077,1486.1535294117648,2,0.44282925198341794
