firm_id,month,nace_code,region_code,turnover
F00334,2023-04-01,C29,R05,66481.63
F00334,2023-05-01,C29,R05,78436.21
F00334,2023-06-01,C29,R05,29290.39
F00334,2023-07-01,C29,R05,47065.41
F00334,2023-08-01,C29,R05,76132.4
F00334,2023-09-01,C29,R05,28377.16
F00334,2023-10-01,C29,R05,28492.64
F00334,2023-11-01,C29,R05,27123.26
F00334,2023-12-01,C29,R05,25227.6
F00335,2023-01-01,H49,R09,9183.82
F00335,2023-02-01,H49,R09,26055.3
F00335,2023-03-01,H49,R09,109099.9
F00335,2023-04-01,H49,R09,26080.63
F00335,2023-05-01,H49,R09,143778.37
F00335,2023-06-01,H49,R09,94178.91
F00335,2023-07-01,H49,R09,57571.72
F00335,2023-08-01,H49,R09,24521.02
F00335,2023-09-01,H49,R09,32893.92
F00335,2023-10-01,H49,R09,43250.48
F00335,2023-11-01,H49,R09,NA
F00335,2023-12-01,H49,R09,11226.96
F00336,2023-01-01,I56,R03,110133.46
F00336,2023-02-01,I56,R03,33082.01
F00336,2023-03-01,I56,R03,17006.08
F00336,2023-04-01,I56,R03,139379.71
F00336,2023-05-01,I56,R03,32928.31
F00336,2023-06-01,I56,R03,105780.36
F00336,2023-07-01,I56,R03,23472.91
F00336,2023-08-01,I56,R03,12909
F00336,2023-09-01,I56,R03,59457.21
F00336,2023-10-01,I56,R03,12801.92
F00336,2023-11-01,I56,R03,14118.32
F00336,2023-12-01,I56,R03,54053.99
F00337,2023-01-01,I55,R07,87401.84
F00337,2023-02-01,I55,R07,110956.19
F00337,2023-03-01,I55,R07,20271.87
F00337,2023-04-01,I55,R07,73646.86
F00337,2023-05-01,I55,R07,11800.39
F00337,2023-06-01,I55,R07,113309.17
F00337,2023-07-01,I55,R07,44226.57
F00337,2023-08-01,I55,R07,NA
F00337,2023-09-01,I55,R07,12616.28
F00337,2023-10-01,I55,R07,25401.57
F00337,2023-11-01,I55,R07,35801.66
F00337,2023-12-01,I55,R07,32668.08
F00338,2023-01-01,I56,R06,47758.84
F00338,2023-02-01,I56,R06,75188.35
F00338,2023-03-01,I56,R06,50379.03
F00338,2023-04-01,I56,R06,22134.18
F00338,2023-05-01,I56,R06,27545.38
F00338,2023-06-01,I56,R06,49985.12
F00338,2023-07-01,I56,R06,43591.68
F00338,2023-08-01,I56,R06,21377.46
F00338,2023-09-01,I56,R06,22556.28
F00338,2023-10-01,I56,R06,74896.36
F00338,2023-11-01,I56,R06,54431.49
F00338,2023-12-01,I56,R06,19343.24
F00339,2023-01-01,I56,R01,94143.01
F00339,2023-02-01,I56,R01,44808.28
F00339,2023-03-01,I56,R01,32461.31
F00339,2023-04-01,I56,R01,6382.81
F00339,2023-05-01,I56,R01,193383.95
F00339,2023-06-01,I56,R01,79297.49
F00339,2023-07-01,I56,R01,24485.63
F00339,2023-08-01,I56,R01,110787.66
F00339,2023-09-01,I56,R01,38695.6
F00339,2023-10-01,I56,R01,25321.49
F00339,2023-11-01,I56,R01,39635.97
F00339,2023-12-01,I56,R01,49367.87
F00340,2023-01-01,C29,R05,19186.87
F00340,2023-02-01,C29,R05,68072.55
F00340,2023-03-01,C29,R05,75297.35
F00340,2023-04-01,C29,R05,14396.46
F00340,2023-05-01,C29,R05,56248.75
F00340,2023-06-01,C29,R05,33044.04
F00340,2023-07-01,C29,R05,26440.08
F00340,2023-08-01,C29,R05,49650.35
F00340,2023-09-01,C29,R05,27720.79
F00340,2023-10-01,C29,R05,12438.3
F00340,2023-11-01,C29,R05,18407.65
F00340,2023-12-01,C29,R05,54424.15
F00341,2023-01-01,C10,R04,7415.24
F00341,2023-02-01,C10,R04,5477.08
F00341,2023-03-01,C10,R04,39189.81
F00341,2023-04-01,C10,R04,123517.43
F00341,2023-05-01,C10,R04,30615.61
F00341,2023-06-01,C10,R04,103369.71
F00341,2023-07-01,C10,R04,29686.84
F00341,2023-08-01,C10,R04,21592.78
F00341,2023-09-01,C10,R04,3007.93
F00341,2023-10-01,C10,R04,82954.94
F00341,2023-11-01,C10,R04,29351.3
F00341,2023-12-01,C10,R04,143068.99
F00342,2023-01-01,I55,R05,66602.69
F00342,2023-02-01,I55,R05,66475.52
F00342,2023-03-01,I55,R05,33445.57
F00342,2023-04-01,I55,R05,21662.04
F00342,2023-05-01,I55,R05,72998.84
F00342,2023-06-01,I55,R05,9453.75
F00342,2023-07-01,I55,R05,15299.06
F00342,2023-08-01,I55,R05,42518
F00342,2023-09-01,I55,R05,27166.27
F00342,2023-10-01,I55,R05,21736.71
F00342,2023-11-01,I55,R05,49855.88
F00342,2023-12-01,I55,R05,19027.85
F00343,2023-01-01,I56,R07,31747.32
F00343,2023-02-01,I56,R07,27633.25
F00343,2023-03-01,I56,R07,68580.68
F00343,2023-04-01,I56,R07,26531.07
F00343,2023-05-01,I56,R07,21539.4
F00343,2023-06-01,I56,R07,32228.28
F00343,2023-07-01,I56,R07,17683.14
F00343,2023-08-01,I56,R07,32748.9
F00343,2023-09-01,I56,R07,27382.45
F00343,2023-10-01,I56,R07,32678.26
F00343,2023-11-01,I56,R07,16554.48
F00343,2023-12-01,I56,R07,86275.49
F00344,2023-01-01,H49,R10,62962.98
F00344,2023-02-01,H49,R10,54134.71
F00344,2023-03-01,H49,R10,22528.61
F00344,2023-04-01,H49,R10,21046.91
F00344,2023-05-01,H49,R10,48534.56
F00344,2023-06-01,H49,R10,28649.55
F00344,2023-07-01,H49,R10,108079.09
F00344,2023-08-01,H49,R10,112477.18
F00344,2023-09-01,H49,R10,15066.21
F00344,2023-10-01,H49,R10,43279.52
F00344,2023-11-01,H49,R10,104061.27
F00344,2023-12-01,H49,R10,105442.33
F00345,2023-01-01,I56,R04,56789.53
F00345,2023-02-01,I56,R04,54215.9
F00345,2023-03-01,I56,R04,18785.74
F00345,2023-04-01,I56,R04,41811.9
F00345,2023-05-01,I56,R04,33414.71
F00345,2023-06-01,I56,R04,49860.57
F00345,2023-07-01,I56,R04,17002.82
F00345,2023-08-01,I56,R04,21826.13
F00345,2023-09-01,I56,R04,19124.61
F00345,2023-10-01,I56,R04,10285.65
F00345,2023-11-01,I56,R04,27200.21
F00345,2023-12-01,I56,R04,66035.23
F00346,2023-01-01,I55,R08,7776.32
F00346,2023-02-01,I55,R08,8230.7
F00346,2023-03-01,I55,R08,154803.06
F00346,2023-04-01,I55,R08,27957.93
F00346,2023-05-01,I55,R08,118183.13
F00346,2023-06-01,I55,R08,12161.64
F00346,2023-07-01,I55,R08,54066.45
F00346,2023-08-01,I55,R08,NA
F00346,2023-09-01,I55,R08,29519.18
F00346,2023-10-01,I55,R08,103475.15
F00346,2023-11-01,I55,R08,67922.81
F00346,2023-12-01,I55,R08,33462.47
F00347,2023-01-01,I56,R06,62632.91
F00347,2023-02-01,I56,R06,15752.47
F00347,2023-03-01,I56,R06,32158.23
F00347,2023-04-01,I56,R06,38847.95
F00347,2023-05-01,I56,R06,87929.08
F00347,2023-06-01,I56,R06,32092.68
F00347,2023-07-01,I56,R06,29160.37
F00347,2023-08-01,I56,R06,50108.02
F00347,2023-09-01,I56,R06,15128.23
F00347,2023-10-01,I56,R06,121735.07
F00347,2023-11-01,I56,R06,21397.69
F00347,2023-12-01,I56,R06,43599.95
F00348,2023-01-01,G47,R04,26745.6
F00348,2023-02-01,G47,R04,54552.91
F00348,2023-03-01,G47,R04,29072.93
F00348,2023-04-01,G47,R04,65181.45
F00348,2023-05-01,G47,R04,14576.69
F00348,2023-06-01,G47,R04,19629.46
F00348,2023-07-01,G47,R04,32320.32
F00348,2023-08-01,G47,R04,14941.78
F00348,2023-09-01,G47,R04,17498.09
F00348,2023-10-01,G47,R04,7735.2
F00348,2023-11-01,G47,R04,25170.65
F00348,2023-12-01,G47,R04,28557.43
F00349,2023-01-01,I56,R08,36540.86
F00349,2023-02-01,I56,R08,22499.68
F00349,2023-03-01,I56,R08,166122.41
F00349,2023-04-01,I56,R08,130033.29
F00349,2023-05-01,I56,R08,9827.34
F00349,2023-06-01,I56,R08,184416.03
F00349,2023-07-01,I56,R08,46843.91
F00349,2023-08-01,I56,R08,19334.65
F00349,2023-09-01,I56,R08,20918.07
F00349,2023-10-01,I56,R08,58023.1
F00349,2023-11-01,I56,R08,37357.73
F00349,2023-12-01,I56,R08,78849.33
F00350,2023-01-01,I55,R01,21243.73
F00350,2023-02-01,I55,R01,13486.31
F00350,2023-03-01,I55,R01,17980.55
F00350,2023-04-01,I55,R01,29417.56
F00350,2023-05-01,I55,R01,30001.93
F00350,2023-06-01,I55,R01,18364.78
F00350,2023-07-01,I55,R01,66992.23
F00350,2023-08-01,I55,R01,70985.91
F00350,2023-09-01,I55,R01,18201.54
F00350,2023-10-01,I55,R01,29373.06
F00350,2023-11-01,I55,R01,25764.35
F00350,2023-12-01,I55,R01,10483.71
F00351,2023-01-01,C29,R09,28890.3
F00351,2023-02-01,C29,R09,87904.69
F00351,2023-03-01,C29,R09,32633.6
F00351,2023-04-01,C29,R09,25144.14
F00351,2023-05-01,C29,R09,130063.92
F00351,2023-06-01,C29,R09,33518.5
F00351,2023-07-01,C29,R09,72172.84
F00351,2023-08-01,C29,R09,16396.81
F00351,2023-09-01,C29,R09,55536.67
F00351,2023-10-01,C29,R09,15335.96
F00351,2023-11-01,C29,R09,23965.57
F00351,2023-12-01,C29,R09,22632.96
F00352,2023-01-01,C10,R06,7717.85
F00352,2023-02-01,C10,R06,24529.89
F00352,2023-03-01,C10,R06,21617.79
F00352,2023-04-01,C10,R06,16682.15
F00352,2023-05-01,C10,R06,5678
F00352,2023-06-01,C10,R06,30056.03
F00352,2023-07-01,C10,R06,45926.53
F00352,2023-08-01,C10,R06,15635.37
F00352,2023-09-01,C10,R06,51863.97
F00352,2023-10-01,C10,R06,11360.8
F00352,2023-11-01,C10,R06,54765.54
F00352,2023-12-01,C10,R06,33759.55
F00353,2023-01-01,H49,R02,41251.23
F00353,2023-02-01,H49,R02,123857.3
F00353,2023-03-01,H49,R02,51258.42
F00353,2023-04-01,H49,R02,31243.22
F00353,2023-05-01,H49,R02,73755.67
F00353,2023-06-01,H49,R02,188017.99
F00353,2023-07-01,H49,R02,318678.18
F00353,2023-08-01,H49,R02,38496.3
F00353,2023-09-01,H49,R02,82402.84
F00353,2023-10-01,H49,R02,5151.68
F00353,2023-11-01,H49,R02,84989.7
F00353,2023-12-01,H49,R02,37512.93
F00354,2023-01-01,I56,R03,27146.68
F00354,2023-02-01,I56,R03,NA
F00354,2023-03-01,I56,R03,18345.47
F00354,2023-04-01,I56,R03,39885.93
F00354,2023-05-01,I56,R03,34459.66
F00354,2023-06-01,I56,R03,45543.56
F00354,2023-07-01,I56,R03,24245.78
F00354,2023-08-01,I56,R03,24892.5
F00354,2023-09-01,I56,R03,24919.25
F00354,2023-10-01,I56,R03,123862.14
F00354,2023-11-01,I56,R03,31068.39
F00354,2023-12-01,I56,R03,24248.33
F00355,2023-01-01,C29,R01,33650.7
F00355,2023-02-01,C29,R01,13435.7
F00355,2023-03-01,C29,R01,267967.13
F00355,2023-04-01,C29,R01,146450.33
F00355,2023-05-01,C29,R01,81662.39
F00355,2023-06-01,C29,R01,12456.35
F00355,2023-07-01,C29,R01,28004.9
F00355,2023-08-01,C29,R01,20240.59
F00355,2023-09-01,C29,R01,30831.12
F00355,2023-10-01,C29,R01,83194.04
F00355,2023-11-01,C29,R01,14350.32
F00355,2023-12-01,C29,R01,43711.91
F00356,2023-01-01,C10,R04,2699.28
F00356,2023-02-01,C10,R04,111158.37
F00356,2023-03-01,C10,R04,68734.3
F00356,2023-04-01,C10,R04,43634.9
F00356,2023-05-01,C10,R04,50267.92
F00356,2023-06-01,C10,R04,26436.1
F00356,2023-07-01,C10,R04,13339.19
F00356,2023-08-01,C10,R04,362202.38
F00356,2023-09-01,C10,R04,57373.09
F00356,2023-10-01,C10,R04,34796.61
F00356,2023-11-01,C10,R04,36739.95
F00356,2023-12-01,C10,R04,75019.29
F00357,2023-01-01,G47,R05,391252.41
F00357,2023-02-01,G47,R05,22618.59
F00357,2023-03-01,G47,R05,50470.76
F00357,2023-04-01,G47,R05,25144.39
F00357,2023-05-01,G47,R05,22627.44
F00357,2023-06-01,G47,R05,49424.98
F00357,2023-07-01,G47,R05,68855.12
F00357,2023-08-01,G47,R05,52243.71
F00357,2023-09-01,G47,R05,126042.24
F00357,2023-10-01,G47,R05,64811.32
F00357,2023-11-01,G47,R05,22692.21
F00357,2023-12-01,G47,R05,75183.88
F00358,2023-01-01,C10,R05,141733.76
F00358,2023-02-01,C10,R05,45532.75
F00358,2023-03-01,C10,R05,17997.77
F00358,2023-04-01,C10,R05,51999.18
F00358,2023-05-01,C10,R05,20564.66
F00358,2023-06-01,C10,R05,96406.39
F00358,2023-07-01,C10,R05,61400.79
F00358,2023-08-01,C10,R05,51383.5
F00358,2023-09-01,C10,R05,101730.13
F00358,2023-10-01,C10,R05,83422.27
F00358,2023-11-01,C10,R05,40390.45
F00358,2023-12-01,C10,R05,15892.38
F00359,2023-01-01,I55,R09,12597.6
F00359,2023-02-01,I55,R09,190922.65
F00359,2023-03-01,I55,R09,36816.54
F00359,2023-04-01,I55,R09,16555.22
F00359,2023-05-01,I55,R09,16317.52
F00359,2023-06-01,I55,R09,16862.1
F00359,2023-07-01,I55,R09,43988.27
F00359,2023-08-01,I55,R09,35762.17
F00359,2023-09-01,I55,R09,79363.91
F00359,2023-10-01,I55,R09,22728.07
F00359,2023-11-01,I55,R09,37052.85
F00359,2023-12-01,I55,R09,22542.57
F00360,2023-01-01,C29,R02,35373.69
F00360,2023-02-01,C29,R02,10029.77
F00360,2023-03-01,C29,R02,25315.44
F00360,2023-04-01,C29,R02,35873.17
F00360,2023-05-01,C29,R02,4169.71
F00360,2023-06-01,C29,R02,19547.34
F00360,2023-07-01,C29,R02,101849.03
F00360,2023-08-01,C29,R02,285210.17
F00360,2023-09-01,C29,R02,78140.24
F00360,2023-10-01,C29,R02,32691.88
F00360,2023-11-01,C29,R02,52294.67
F00360,2023-12-01,C29,R02,25060.28
F00361,2023-01-01,H49,R09,NA
F00361,2023-02-01,H49,R09,99040.07
F00361,2023-03-01,H49,R09,26114.93
F00361,2023-04-01,H49,R09,42627.79
F00361,2023-05-01,H49,R09,13113.7
F00361,2023-06-01,H49,R09,14893.84
F00361,2023-07-01,H49,R09,21008.4
F00361,2023-08-01,H49,R09,20444.61
F00361,2023-09-01,H49,R09,86137.91
F00361,2023-10-01,H49,R09,39485.56
F00361,2023-11-01,H49,R09,62549.58
F00361,2023-12-01,H49,R09,52666.54
F00362,2023-01-01,G47,R01,20923.31
F00362,2023-02-01,G47,R01,19870.28
F00362,2023-03-01,G47,R01,90938.17
F00362,2023-04-01,G47,R01,20009.49
F00362,2023-05-01,G47,R01,22251.42
F00362,2023-06-01,G47,R01,5246.99
F00362,2023-07-01,G47,R01,NA
F00362,2023-08-01,G47,R01,36017.64
F00362,2023-09-01,G47,R01,11443.26
F00362,2023-10-01,G47,R01,166686.19
F00362,2023-11-01,G47,R01,76270.17
F00362,2023-12-01,G47,R01,51669.04
F00363,2023-01-01,C10,R04,53680.31
F00363,2023-02-01,C10,R04,54433.89
F00363,2023-03-01,C10,R04,16917.18
F00363,2023-04-01,C10,R04,34059.39
F00363,2023-05-01,C10,R04,8177.71
F00363,2023-06-01,C10,R04,46149.88
F00363,2023-07-01,C10,R04,148138.07
F00363,2023-08-01,C10,R04,16569.37
F00363,2023-09-01,C10,R04,123728.35
F00363,2023-10-01,C10,R04,62892.64
F00363,2023-11-01,C10,R04,8441.23
F00363,2023-12-01,C10,R04,70862.71
F00364,2023-01-01,I55,R03,73239.76
F00364,2023-02-01,I55,R03,38902.38
F00364,2023-03-01,I55,R03,20475.28
F00364,2023-04-01,I55,R03,20435.93
F00364,2023-05-01,I55,R03,14004.25
F00364,2023-06-01,I55,R03,23279.72
F00364,2023-07-01,I55,R03,223194.41
F00364,2023-08-01,I55,R03,10572.02
F00364,2023-09-01,I55,R03,92240.32
F00364,2023-10-01,I55,R03,119300.45
F00364,2023-11-01,I55,R03,102954.6
F00364,2023-12-01,I55,R03,38270.42
F00365,2023-01-01,I55,R03,94723.32
F00365,2023-02-01,I55,R03,18158.51
F00365,2023-03-01,I55,R03,16557.32
F00365,2023-04-01,I55,R03,98860.74
F00365,2023-05-01,I55,R03,7846.19
F00365,2023-06-01,I55,R03,15047.98
F00365,2023-07-01,I55,R03,67759.34
F00365,2023-08-01,I55,R03,30545.73
F00365,2023-09-01,I55,R03,24835.41
F00365,2023-10-01,I55,R03,90236.28
F00365,2023-11-01,I55,R03,108124.53
F00365,2023-12-01,I55,R03,17257.98
F00366,2023-01-01,H49,R01,13199.67
F00366,2023-02-01,H49,R01,32989.44
F00366,2023-03-01,H49,R01,18001.77
F00366,2023-04-01,H49,R01,31386
F00366,2023-05-01,H49,R01,55040.8
F00366,2023-06-01,H49,R01,14005.71
F00366,2023-07-01,H49,R01,12072.54
F00366,2023-08-01,H49,R01,27288.38
F00366,2023-09-01,H49,R01,64265.1
F00366,2023-10-01,H49,R01,60315.76
F00366,2023-11-01,H49,R01,9498.84
F00366,2023-12-01,H49,R01,19489.86
F00367,2023-01-01,C10,R10,8822.42
F00367,2023-02-01,C10,R10,3245.77
F00367,2023-03-01,C10,R10,37376.74
F00367,2023-04-01,C10,R10,75784.97
F00367,2023-05-01,C10,R10,9841.85
F00367,2023-06-01,C10,R10,99221.15
F00367,2023-07-01,C10,R10,36656.3
F00367,2023-08-01,C10,R10,17222.36
F00367,2023-09-01,C10,R10,25590.02
F00367,2023-10-01,C10,R10,162144.41
F00367,2023-11-01,C10,R10,72407.85
F00367,2023-12-01,C10,R10,117504.2
F00368,2023-01-01,I55,R01,66123.16
F00368,2023-02-01,I55,R01,32401.38
F00368,2023-03-01,I55,R01,91847.94
F00368,2023-04-01,I55,R01,8831.25
F00368,2023-05-01,I55,R01,131969.46
F00368,2023-06-01,I55,R01,59991.86
F00368,2023-07-01,I55,R01,51182.04
F00368,2023-08-01,I55,R01,33233.7
F00368,2023-09-01,I55,R01,38147.23
F00368,2023-10-01,I55,R01,35348.74
F00368,2023-11-01,I55,R01,20219.09
F00368,2023-12-01,I55,R01,29815.06
F00369,2023-01-01,H49,R04,43279.97
F00369,2023-02-01,H49,R04,22174.04
F00369,2023-03-01,H49,R04,37388.99
F00369,2023-04-01,H49,R04,41501.11
F00369,2023-05-01,H49,R04,NA
F00369,2023-06-01,H49,R04,32551.51
F00369,2023-07-01,H49,R04,37618.64
F00369,2023-08-01,H49,R04,46479.31
F00369,2023-09-01,H49,R04,20386.72
F00369,2023-10-01,H49,R04,NA
F00369,2023-11-01,H49,R04,26512.23
F00369,2023-12-01,H49,R04,18413.43
F00370,2023-01-01,H49,R03,239743.22
F00370,2023-02-01,H49,R03,13365.7
F00370,2023-03-01,H49,R03,36330.04
F00370,2023-04-01,H49,R03,13682.53
F00370,2023-05-01,H49,R03,63753.65
F00370,2023-06-01,H49,R03,105374.69
F00370,2023-07-01,H49,R03,110877.89
F00370,2023-08-01,H49,R03,36264.81
F00370,2023-09-01,H49,R03,94304.01
F00370,2023-10-01,H49,R03,28045.48
F00370,2023-11-01,H49,R03,NA
F00370,2023-12-01,H49,R03,40086.29
F00371,2023-01-01,I55,R07,20752.63
F00371,2023-02-01,I55,R07,30566.09
F00371,2023-03-01,I55,R07,28384.5
F00371,2023-04-01,I55,R07,17549.74
F00371,2023-05-01,I55,R07,95236.8
F00371,2023-06-01,I55,R07,69466.5
F00371,2023-07-01,I55,R07,23811.2
F00371,2023-08-01,I55,R07,17207.85
F00371,2023-09-01,I55,R07,47386.02
F00371,2023-10-01,I55,R07,23793.46
F00371,2023-11-01,I55,R07,21880.02
F00371,2023-12-01,I55,R07,25936.06
F00372,2023-01-01,G47,R04,160676.77
F00372,2023-02-01,G47,R04,41204.53
F00372,2023-03-01,G47,R04,34487.86
F00372,2023-04-01,G47,R04,75490.23
F00372,2023-05-01,G47,R04,88480.66
F00372,2023-06-01,G47,R04,100373.5
F00372,2023-07-01,G47,R04,42657.6
F00372,2023-08-01,G47,R04,21894.16
F00372,2023-09-01,G47,R04,129908.31
F00372,2023-10-01,G47,R04,NA
F00372,2023-11-01,G47,R04,22850.89
F00372,2023-12-01,G47,R04,71299.27
F00373,2023-01-01,I55,R07,13957.62
F00373,2023-02-01,I55,R07,28134.58
F00373,2023-03-01,I55,R07,32124.28
F00373,2023-04-01,I55,R07,29321.9
F00373,2023-05-01,I55,R07,22145.76
F00373,2023-06-01,I55,R07,29428.81
F00373,2023-07-01,I55,R07,15618.62
F00373,2023-08-01,I55,R07,17324.96
F00373,2023-09-01,I55,R07,12477.81
F00373,2023-10-01,I55,R07,85524.46
F00373,2023-11-01,I55,R07,37057.36
F00373,2023-12-01,I55,R07,16793.2
F00374,2023-01-01,I55,R10,22538.03
F00374,2023-02-01,I55,R10,84740.64
F00374,2023-03-01,I55,R10,37285.3
F00374,2023-04-01,I55,R10,32700.26
F00374,2023-05-01,I55,R10,21795.88
F00374,2023-06-01,I55,R10,34486.55
F00374,2023-07-01,I55,R10,9743.97
F00374,2023-08-01,I55,R10,NA
F00374,2023-09-01,I55,R10,12041.96
F00374,2023-10-01,I55,R10,39195.78
F00374,2023-11-01,I55,R10,53805.47
F00374,2023-12-01,I55,R10,9951.24
F00375,2023-01-01,C29,R02,25532.06
F00375,2023-02-01,C29,R02,74689.5
F00375,2023-03-01,C29,R02,44303.47
F00375,2023-04-01,C29,R02,30552.16
F00375,2023-05-01,C29,R02,25035.56
F00375,2023-06-01,C29,R02,60499.33
F00375,2023-07-01,C29,R02,64419.02
F00375,2023-08-01,C29,R02,100864.18
F00375,2023-09-01,C29,R02,30505.13
F00375,2023-10-01,C29,R02,12289.48
F00375,2023-11-01,C29,R02,132940.85
F00375,2023-12-01,C29,R02,19189.59
F00376,2023-01-01,G47,R07,59381.46
F00376,2023-02-01,G47,R07,278284.27
F00376,2023-03-01,G47,R07,161558.43
F00376,2023-04-01,G47,R07,30143.43
F00376,2023-05-01,G47,R07,18363.8
F00376,2023-06-01,G47,R07,28241.28
F00376,2023-07-01,G47,R07,111710.23
F00376,2023-08-01,G47,R07,14057.18
F00376,2023-09-01,G47,R07,28189.04
F00376,2023-10-01,G47,R07,30440.75
F00376,2023-11-01,G47,R07,25803.91
F00376,2023-12-01,G47,R07,59337.31
F00377,2023-01-01,C29,R05,181178.17
F00377,2023-02-01,C29,R05,11173.03
F00377,2023-03-01,C29,R05,14415.43
F00377,2023-04-01,C29,R05,49992.97
F00377,2023-05-01,C29,R05,49979.7
F00377,2023-06-01,C29,R05,75456.2
F00377,2023-07-01,C29,R05,52649.22
F00377,2023-08-01,C29,R05,31912.89
F00377,2023-09-01,C29,R05,63385.89
F00377,2023-10-01,C29,R05,27379.94
F00377,2023-11-01,C29,R05,34743.06
F00377,2023-12-01,C29,R05,16090.9
F00378,2023-01-01,G47,R05,41697.11
F00378,2023-02-01,G47,R05,99991.42
F00378,2023-03-01,G47,R05,93477.68
F00378,2023-04-01,G47,R05,29104.21
F00378,2023-05-01,G47,R05,150449.68
F00378,2023-06-01,G47,R05,27497.7
F00378,2023-07-01,G47,R05,6550.6
F00378,2023-08-01,G47,R05,102124.88
F00378,2023-09-01,G47,R05,94366.63
F00378,2023-10-01,G47,R05,73113.26
F00378,2023-11-01,G47,R05,43211.72
F00378,2023-12-01,G47,R05,175015.4
F00379,2023-01-01,I56,R06,32690.92
F00379,2023-02-01,I56,R06,28835.94
F00379,2023-03-01,I56,R06,28952.26
F00379,2023-04-01,I56,R06,70440.3
F00379,2023-05-01,I56,R06,4021.5
F00379,2023-06-01,I56,R06,32773.81
F00379,2023-07-01,I56,R06,44197.12
F00379,2023-08-01,I56,R06,22005.09
F00379,2023-09-01,I56,R06,21736.86
F00379,2023-10-01,I56,R06,52027.92
F00379,2023-11-01,I56,R06,11694.5
F00379,2023-12-01,I56,R06,99415.17
F00380,2023-01-01,C10,R05,39175.22
F00380,2023-02-01,C10,R05,119095.89
F00380,2023-03-01,C10,R05,14599.6
F00380,2023-04-01,C10,R05,10094.17
F00380,2023-05-01,C10,R05,18960.9
F00380,2023-06-01,C10,R05,7215.02
F00380,2023-07-01,C10,R05,50431.34
F00380,2023-08-01,C10,R05,18760.48
F00380,2023-09-01,C10,R05,10240.93
F00380,2023-10-01,C10,R05,107856.64
F00380,2023-11-01,C10,R05,13356.03
F00380,2023-12-01,C10,R05,27420.21
F00381,2023-01-01,I56,R03,46446.8
F00381,2023-02-01,I56,R03,214323.21
F00381,2023-03-01,I56,R03,21694.17
F00381,2023-04-01,I56,R03,15244.91
F00381,2023-05-01,I56,R03,76247.68
F00381,2023-06-01,I56,R03,28901.9
F00381,2023-07-01,I56,R03,70286.25
F00381,2023-08-01,I56,R03,13683.16
F00381,2023-09-01,I56,R03,19239.05
F00381,2023-10-01,I56,R03,45392.97
F00381,2023-11-01,I56,R03,48638.97
F00381,2023-12-01,I56,R03,207198.66
F00382,2023-01-01,C29,R10,9713.64
F00382,2023-02-01,C29,R10,32819.31
F00382,2023-03-01,C29,R10,21147.65
F00382,2023-04-01,C29,R10,78001.4
F00382,2023-05-01,C29,R10,59206.23
F00382,2023-06-01,C29,R10,28624.55
F00382,2023-07-01,C29,R10,38742.14
F00382,2023-08-01,C29,R10,13727.67
F00382,2023-09-01,C29,R10,40361.87
F00382,2023-10-01,C29,R10,47950.47
F00382,2023-11-01,C29,R10,16685.17
F00382,2023-12-01,C29,R10,23727.83
F00383,2023-01-01,G47,R03,7099.98
F00383,2023-02-01,G47,R03,21447.21
F00383,2023-03-01,G47,R03,60147.86
F00383,2023-04-01,G47,R03,18628.03
F00383,2023-05-01,G47,R03,12426.52
F00383,2023-06-01,G47,R03,83955.55
F00383,2023-07-01,G47,R03,20537.46
F00383,2023-08-01,G47,R03,11493.7
F00383,2023-09-01,G47,R03,20128.1
F00383,2023-10-01,G47,R03,37318.46
F00383,2023-11-01,G47,R03,32648.15
F00383,2023-12-01,G47,R03,86034.45
F00384,2023-01-01,I56,R06,99433.36
F00384,2023-02-01,I56,R06,36992.94
F00384,2023-03-01,I56,R06,32360.48
F00384,2023-04-01,I56,R06,22336.93
F00384,2023-05-01,I56,R06,61857.28
F00384,2023-06-01,I56,R06,150898.14
F00384,2023-07-01,I56,R06,17910.72
F00384,2023-08-01,I56,R06,39976.53
F00384,2023-09-01,I56,R06,170102.59
F00384,2023-10-01,I56,R06,37580.77
F00384,2023-11-01,I56,R06,14584.24
F00384,2023-12-01,I56,R06,98370.35
F00385,2023-01-01,C29,R09,56754.61
F00385,2023-02-01,C29,R09,58155.89
F00385,2023-03-01,C29,R09,9395.74
F00385,2023-04-01,C29,R09,64464.99
F00385,2023-05-01,C29,R09,15174.59
F00385,2023-06-01,C29,R09,79211.07
F00385,2023-07-01,C29,R09,16580.36
F00385,2023-08-01,C29,R09,10128.59
F00385,2023-09-01,C29,R09,29479.56
F00385,2023-10-01,C29,R09,42984.02
F00385,2023-11-01,C29,R09,36781.4
F00385,2023-12-01,C29,R09,15367.42
F00386,2023-01-01,I56,R04,16285.72
F00386,2023-02-01,I56,R04,36811.14
F00386,2023-03-01,I56,R04,9127.99
F00386,2023-04-01,I56,R04,22705.18
F00386,2023-05-01,I56,R04,8376.81
F00386,2023-06-01,I56,R04,41485.44
F00386,2023-07-01,I56,R04,26530.25
F00386,2023-08-01,I56,R04,133734.76
F00386,2023-09-01,I56,R04,16809.79
F00386,2023-10-01,I56,R04,68707.83
F00386,2023-11-01,I56,R04,8362.95
F00386,2023-12-01,I56,R04,7766.26
F00387,2023-01-01,H49,R09,29245.02
F00387,2023-02-01,H49,R09,23747.06
F00387,2023-03-01,H49,R09,112400.3
